Company,Fuel_Type,CC,HP,Speed,Acceleration,Price,Torque,Seats,Price_Log,Torque_Log,CC_Scaled,HP_Scaled,Speed_Scaled,Acceleration_Scaled
Volkswagen,Electric,77.0,299.0,180.0,6.2,50000.0,460.0,5.0,10.819798284210286,6.133398042996649,-1.4321725450084906,-0.03799500703193763,-0.6876744965525989,-0.41553479361731516
Volkswagen,Electric,58.0,204.0,160.0,7.3,35000.0,310.0,5.0,10.463131911491967,5.739792912179234,-1.442159099300286,-0.46473902905300923,-1.0649576824272708,-0.08248251677733504
Volkswagen,Petrol,1930.6,140.0,220.0,7.5,32000.0,320.0,5.0,10.373522431293592,5.771441123130016,-0.4579053326257614,-0.7522297386250996,0.06689187519674483,-0.02192755735188404
Volkswagen,Diesel,1968.0,139.5,160.0,13.0,40000.0,410.0,3.0,10.596659732783579,6.018593214496234,-0.43824758891454313,-0.7544757597936316,-1.0649576824272708,1.643333826848017
Volkswagen,Petrol,1154.46,67.5,170.0,14.3,15000.0,120.0,4.0,9.61587214452889,4.795790545596741,-0.865850819364395,-1.0779028080622333,-0.8763160894899349,2.0369410631134484
Volkswagen,Petrol,2861.0,190.0,235.0,6.4,25000.0,245.0,4.0,10.12667110305036,5.5053315359323625,0.031120462799838197,-0.527627621771904,0.34985426460274877,-0.35497983419186413
Volkswagen,Petrol,4329.6,345.0,250.0,6.1,85000.0,560.0,5.0,11.350418300109132,6.329720905522696,0.8030285487435567,0.16863894047300232,0.6328166540087526,-0.44581227333004075
Volkswagen,Petrol,1838.6,157.5,217.0,8.4,30000.0,200.0,4.0,10.308985993422082,5.303304908059076,-0.5062612797228757,-0.6736189977264812,0.010299397315544044,0.2505697600626453
Volkswagen,Petrol,1498.0,110.0,190.0,12.9,15000.0,145.0,5.0,9.61587214452889,4.983606621708336,-0.6852834056063227,-0.886991008737017,-0.499032903615263,1.6130563471352917
Volkswagen,Petrol,1793.8,95.0,170.0,10.8,14000.0,132.0,5.0,9.546884034617925,4.890349128221754,-0.5298085235266878,-0.9543716437929756,-0.8763160894899349,0.9772292731680569
Volkswagen,Petrol,1192.0,47.0,138.0,23.0,25000.0,106.0,2.0,10.12667110305036,4.672828834461906,-0.84611949051629,-1.1699896759720434,-1.4799691868894098,4.671081798120564
Volkswagen,Petrol,1396.0,65.0,148.0,17.5,12000.0,93.0,5.0,9.392745258631441,4.543294782270004,-0.7388954339096452,-1.0891329139048929,-1.2913275939520739,3.0058204139206635
Volkswagen,Petrol,1598.0,107.5,186.0,11.7,18000.0,153.0,5.0,9.798182590890704,5.0369526024136295,-0.632722593544242,-0.8982211145796767,-0.5744895407901974,1.2497265905825856
Volkswagen,Electric,35.8,136.0,140.0,10.4,33000.0,290.0,5.0,10.404293143019792,5.673323267171493,-1.4538275995780678,-0.7701979079733552,-1.4422408683019428,0.8561193543171548
Volkswagen,Petrol,1734.4,125.0,200.0,9.4,20000.0,220.0,5.0,9.90353755128617,5.3981627015177525,-0.5610296458915638,-0.8196103736810583,-0.3103913106779271,0.5533445571899
Volkswagen,Petrol,1919.2,255.5,190.0,8.6,32000.0,350.0,7.0,10.373522431293592,5.860786223465865,-0.4638972652008385,-0.2333988486942178,-0.499032903615263,0.31112471948809606
Volkswagen,Petrol,1498.0,158.0,193.0,8.4,24000.0,250.0,5.0,10.085850775128717,5.5254529391317835,-0.6852834056063227,-0.6713729765579491,-0.4424404257340622,0.2505697600626453
Volkswagen,Petrol,999.0,98.5,160.0,12.4,18000.0,95.0,4.0,9.798182590890704,4.564348191467836,-0.9475618577961058,-0.938649495613252,-1.0649576824272708,1.4616689485716643
Volkswagen,Petrol,1653.0,132.5,205.0,9.6,35000.0,250.0,4.0,10.463131911491967,5.5254529391317835,-0.6038141469100976,-0.7859200561530789,-0.21607051420925907,0.6138995166153508
Volkswagen,Petrol,1984.0,240.0,240.0,7.3,40000.0,280.0,5.0,10.596659732783579,5.638354669333745,-0.4298378589846102,-0.3030255049187084,0.4441750610714167,-0.08248251677733504
Volkswagen,Diesel,1968.0,153.0,180.0,12.2,35000.0,340.0,9.0,10.463131911491967,5.831882477283517,-0.43824758891454313,-0.6938331882432687,-0.6876744965525989,1.401113989146213
Volkswagen,Diesel,2967.0,231.0,191.0,7.9,45000.0,580.0,5.0,10.714439990727769,6.364750756851911,0.08683492358564382,-0.3434538859522836,-0.4801687443215294,0.09918236149901796
Volkswagen,Electric,1907.2,150.0,160.0,8.0,25000.0,220.0,5.0,10.12667110305036,5.3981627015177525,-0.4702045626482882,-0.7073093152544605,-1.0649576824272708,0.12945984121174334
Volkswagen,Diesel,1486.6,90.0,190.0,9.9,20000.0,250.0,5.0,9.90353755128617,5.5254529391317835,-0.6912753381814001,-0.9768318554782952,-0.499032903615263,0.7047319557535274
Volkswagen,Hybrid,1736.0400000000002,204.0,222.0,7.6,40000.0,350.0,5.0,10.596659732783579,5.860786223465865,-0.5601676485737456,-0.46473902905300923,0.10462019378421201,0.008349922360841325
Volkswagen,Petrol,3956.0,421.0,250.0,4.9,70000.0,770.0,5.0,11.156264806643742,6.647688373563329,0.6066613548796227,0.5100341580898596,0.6328166540087526,-0.8091420298827463
Volkswagen,Petrol,1395.0,150.0,200.0,7.5,30000.0,250.0,4.0,10.308985993422082,5.5254529391317835,-0.7394210420302659,-0.7073093152544605,-0.3103913106779271,-0.02192755735188404
Volkswagen,Petrol,2027.4,215.0,210.0,8.7,28000.0,250.0,5.0,10.239995502805316,5.5254529391317835,-0.4070264665496671,-0.4153265633453062,-0.12174971774059111,0.34140219920082143
Volkswagen,Electric,77.0,201.0,180.0,7.8,45000.0,310.0,5.0,10.714439990727769,5.739792912179234,-1.4321725450084906,-0.47821515606420095,-0.6876744965525989,0.06890488178629232
Volkswagen,Petrol,1838.6,157.5,217.0,8.4,30000.0,200.0,4.0,10.308985993422082,5.303304908059076,-0.5062612797228757,-0.6736189977264812,0.010299397315544044,0.2505697600626453
Volkswagen,Petrol,1781.0,98.0,165.0,12.0,25000.0,170.0,5.0,10.12667110305036,5.14166355650266,-0.5365363074706342,-0.9408955167817838,-0.9706368859586029,1.3405590297207624
Volkswagen,Petrol,1984.0,228.0,250.0,6.5,31000.0,350.0,5.0,10.34177474101152,5.860786223465865,-0.4298378589846102,-0.3569300129634754,0.6328166540087526,-0.32470235447913876
Volkswagen,Petrol,1984.0,235.0,250.0,5.6,50000.0,420.0,5.0,10.819798284210286,6.042632833682381,-0.4298378589846102,-0.325485716604028,0.6328166540087526,-0.5971996718936682
Volkswagen,Petrol,1832.4,132.5,200.0,8.5,27000.0,250.0,5.0,10.203629181337648,5.5254529391317835,-0.5095200500707247,-0.7859200561530789,-0.3103913106779271,0.2808472397753707
Volkswagen,Petrol,3189.0,240.0,250.0,6.2,40000.0,320.0,5.0,10.596659732783579,5.771441123130016,0.20351992636346314,-0.3030255049187084,0.6328166540087526,-0.41553479361731516
Volkswagen,Petrol,2109.8,180.0,220.0,8.5,26000.0,280.0,5.0,10.165890277802454,5.638354669333745,-0.3637163574105125,-0.5725480451425431,0.06689187519674483,0.2808472397753707
Volkswagen,Petrol,1781.0,137.0,220.0,7.1,35000.0,230.0,4.0,10.463131911491967,5.442417710521793,-0.5365363074706342,-0.7657058656362913,0.06689187519674483,-0.14303747620278603
Volkswagen,Diesel,1199.0,85.0,190.0,10.5,20000.0,210.0,5.0,9.90353755128617,5.351858133476067,-0.8424402336719443,-0.9992920671636147,-0.499032903615263,0.8863968340298801
Volkswagen,Diesel,1968.0,184.0,230.0,7.5,38000.0,380.0,5.0,10.545367754151743,5.942799375126701,-0.43824758891454313,-0.5545798757942875,0.2555334681340808,-0.02192755735188404
Volkswagen,Petrol,1598.0,272.0,200.0,4.1,45000.0,400.0,5.0,10.714439990727769,5.993961427306569,-0.632722593544242,-0.15928015013266325,-0.3103913106779271,-1.0513618675845502
Volkswagen,Electric,77.0,204.0,145.0,10.2,60000.0,310.0,7.0,11.002116507732017,5.739792912179234,-1.4321725450084906,-0.46473902905300923,-1.3479200718332747,0.7955643948917035
Volkswagen,Hybrid,1395.0,170.0,210.0,8.6,28000.0,250.0,5.0,10.239995502805316,5.5254529391317835,-0.7394210420302659,-0.6174684685131823,-0.12174971774059111,0.31112471948809606
Volkswagen,Petrol,1968.0,175.0,220.0,7.8,35000.0,320.0,5.0,10.463131911491967,5.771441123130016,-0.43824758891454313,-0.5950082568278626,0.06689187519674483,0.06890488178629232
Volkswagen,Hybrid,2852.08,68.0,160.0,11.9,150000.0,140.0,2.0,11.918397239722838,4.948759890378168,0.026432038363900557,-1.0756567868937013,-1.0649576824272708,1.310281550008037
Volkswagen,Diesel,1968.0,167.0,220.0,8.0,28000.0,350.0,5.0,10.239995502805316,5.860786223465865,-0.43824758891454313,-0.630944595524374,0.06689187519674483,0.12945984121174334
Volkswagen,Petrol,1916.8,195.0,220.0,8.5,30000.0,280.0,5.0,10.308985993422082,5.638354669333745,-0.4651587246903285,-0.5051674100865844,0.06689187519674483,0.2808472397753707
Volkswagen,Petrol,1984.0,300.0,240.0,6.7,30000.0,320.0,5.0,10.308985993422082,5.771441123130016,-0.4298378589846102,-0.03350296469487372,0.4441750610714167,-0.2641473950536878
Volkswagen,Hybrid,1395.0,170.0,210.0,8.6,28000.0,250.0,5.0,10.239995502805316,5.5254529391317835,-0.7394210420302659,-0.6174684685131823,-0.12174971774059111,0.31112471948809606
Volkswagen,Electric,77.0,299.0,180.0,6.2,45000.0,310.0,5.0,10.714439990727769,5.739792912179234,-1.4321725450084906,-0.03799500703193763,-0.6876744965525989,-0.41553479361731516
Volkswagen,Petrol,1984.0,235.0,250.0,5.6,50000.0,420.0,5.0,10.819798284210286,6.042632833682381,-0.4298378589846102,-0.325485716604028,0.6328166540087526,-0.5971996718936682
Volkswagen,Petrol,1498.0,130.0,220.0,8.8,30000.0,200.0,5.0,10.308985993422082,5.303304908059076,-0.6852834056063227,-0.7971501619957387,0.06689187519674483,0.3716796789135473
Volkswagen,Petrol,1984.0,220.0,246.0,6.5,35000.0,350.0,4.0,10.463131911491967,5.860786223465865,-0.4298378589846102,-0.3928663516599866,0.5573600168338183,-0.32470235447913876
Volkswagen,Diesel,1968.0,136.0,180.0,12.0,25000.0,250.0,7.0,10.12667110305036,5.5254529391317835,-0.43824758891454313,-0.7701979079733552,-0.6876744965525989,1.3405590297207624
Volkswagen,Diesel,1199.0,61.0,165.0,14.5,20000.0,140.0,4.0,9.90353755128617,4.948759890378168,-0.8424402336719443,-1.1071010832531485,-0.9706368859586029,2.097496022538899
Volkswagen,Petrol,999.0,95.0,187.0,9.5,22000.0,175.0,5.0,9.99884318585288,5.170483995038151,-0.9475618577961058,-0.9543716437929756,-0.5556253814964638,0.5836220369026255
Volkswagen,Hybrid,1395.0,215.0,210.0,7.4,32000.0,330.0,5.0,10.373522431293592,5.802118375377063,-0.7394210420302659,-0.4153265633453062,-0.12174971774059111,-0.052205037064609404
Volkswagen,Petrol,1984.0,290.0,250.0,5.6,40000.0,370.0,5.0,10.596659732783579,5.916202062607435,-0.4298378589846102,-0.07842338806551283,0.6328166540087526,-0.5971996718936682
Volkswagen,Petrol,1984.0,210.0,250.0,4.9,45000.0,420.0,5.0,10.714439990727769,6.042632833682381,-0.4298378589846102,-0.43778677503062574,0.6328166540087526,-0.8091420298827463
Volkswagen,Diesel,1968.0,167.0,200.0,8.3,35000.0,350.0,7.0,10.463131911491967,5.860786223465865,-0.43824758891454313,-0.630944595524374,-0.3103913106779271,0.22029228034991996
Volkswagen,Electric,77.0,204.0,145.0,10.2,55000.0,310.0,2.0,10.915106645867503,5.739792912179234,-1.4321725450084906,-0.46473902905300923,-1.3479200718332747,0.7955643948917035
Volkswagen,Petrol,1984.0,280.0,250.0,5.6,50000.0,350.0,5.0,10.819798284210286,5.860786223465865,-0.4298378589846102,-0.12334381143615195,0.6328166540087526,-0.5971996718936682
Volkswagen,Petrol,1984.0,228.0,250.0,6.5,31000.0,350.0,5.0,10.34177474101152,5.860786223465865,-0.4298378589846102,-0.3569300129634754,0.6328166540087526,-0.32470235447913876
Volkswagen,Petrol,1984.0,174.0,205.0,7.0,25000.0,250.0,4.0,10.12667110305036,5.5254529391317835,-0.4298378589846102,-0.5995002991649265,-0.21607051420925907,-0.1733149559155114
Volkswagen,Diesel,1968.0,167.0,220.0,7.8,30000.0,350.0,5.0,10.308985993422082,5.860786223465865,-0.43824758891454313,-0.630944595524374,0.06689187519674483,0.06890488178629232
Volkswagen,Petrol,1968.0,167.0,250.0,4.9,40000.0,400.0,5.0,10.596659732783579,5.993961427306569,-0.43824758891454313,-0.630944595524374,0.6328166540087526,-0.8091420298827463
Volkswagen,Petrol,2133.2,148.5,200.0,8.5,27000.0,250.0,5.0,10.203629181337648,5.5254529391317835,-0.3514171273879858,-0.7140473787600563,-0.3103913106779271,0.2808472397753707
Volkswagen,Petrol,1984.0,207.0,237.0,6.7,30000.0,320.0,5.0,10.308985993422082,5.771441123130016,-0.4298378589846102,-0.4512629020418175,0.38758258319021593,-0.2641473950536878
Volkswagen,Petrol,2967.0,285.5,235.0,7.5,60000.0,450.0,5.0,11.002116507732017,6.111467339502679,0.08683492358564382,-0.09863757858230043,0.34985426460274877,-0.02192755735188404
Volkswagen,Hybrid,1996.6,245.0,200.0,7.5,42000.0,400.0,5.0,10.645448706505872,5.993961427306569,-0.4232151966647881,-0.28056529323338886,-0.3103913106779271,-0.02192755735188404
Volkswagen,Electric,32.3,83.0,130.0,11.9,23000.0,210.0,4.0,10.043292972227004,5.351858133476067,-1.4556672280002405,-1.0082761518377426,-1.6308824612392787,1.310281550008037
Volkswagen,Diesel,3996.0,325.0,210.0,7.4,70000.0,580.0,5.0,11.156264806643742,6.364750756851911,0.627685679704455,0.07879809373172407,-0.12174971774059111,-0.052205037064609404
Volkswagen,Petrol,1984.0,265.0,250.0,5.9,45000.0,380.0,4.0,10.714439990727769,5.942799375126701,-0.4298378589846102,-0.19072444649211062,0.6328166540087526,-0.5063672327554916
Volkswagen,Diesel,1968.0,190.0,220.0,8.0,40000.0,400.0,5.0,10.596659732783579,5.993961427306569,-0.43824758891454313,-0.527627621771904,0.06689187519674483,0.12945984121174334
Volkswagen,Electric,77.0,204.0,145.0,10.2,55000.0,310.0,2.0,10.915106645867503,5.739792912179234,-1.4321725450084906,-0.46473902905300923,-1.3479200718332747,0.7955643948917035
Nissan,Petrol,1598.0,122.0,180.0,10.4,16700.0,154.0,5.0,9.723223876851618,5.043425116919247,-0.632722593544242,-0.83308650069225,-0.6876744965525989,0.8561193543171548
Nissan,Petrol,999.0,100.0,175.0,10.8,15500.0,160.0,5.0,9.648659816955295,5.081404364984463,-0.9475618577961058,-0.931911432107656,-0.7819952930212669,0.9772292731680569
Nissan,Petrol,5552.0,400.0,210.0,7.3,77000.0,560.0,7.0,11.251573687764477,6.329720905522696,1.4455319153904318,0.41570126901151744,-0.12174971774059111,-0.08248251677733504
Nissan,Petrol,1332.0,156.0,195.0,8.9,26000.0,260.0,5.0,10.165890277802454,5.564520407322694,-0.7725343536293768,-0.680357061232077,-0.404712107146595,0.4019571586262727
Nissan,Petrol,3498.0,260.0,210.0,7.5,39000.0,325.0,5.0,10.571342565808699,5.786897381366708,0.3659328356352927,-0.21318465817743018,-0.12174971774059111,-0.02192755735188404
Nissan,Petrol,3498.0,300.0,220.0,6.2,45000.0,353.0,5.0,10.714439990727769,5.869296913133774,0.3659328356352927,-0.03350296469487372,0.06689187519674483,-0.41553479361731516
Nissan,Petrol,5552.0,400.0,210.0,6.5,51000.0,560.0,8.0,10.839600519357369,6.329720905522696,1.4455319153904318,0.41570126901151744,-0.12174971774059111,-0.32470235447913876
Nissan,Petrol,1598.0,122.0,180.0,10.7,20000.0,154.0,5.0,9.90353755128617,5.043425116919247,-0.632722593544242,-0.83308650069225,-0.6876744965525989,0.9469517934553309
Nissan,Hybrid,1498.0,201.0,200.0,8.0,29000.0,305.0,5.0,10.275085591132715,5.723585101952381,-0.6852834056063227,-0.47821515606420095,-0.3103913106779271,0.12945984121174334
Nissan,Petrol,2997.0,400.0,250.0,4.5,40000.0,475.0,2.0,10.596659732783579,6.16541785423142,0.10260316720426806,0.41570126901151744,0.6328166540087526,-0.9302519487336482
Nissan,Petrol,999.0,100.0,185.0,10.7,14500.0,160.0,5.0,9.581972891547895,5.081404364984463,-0.9475618577961058,-0.931911432107656,-0.593353700083931,0.9469517934553309
Nissan,Petrol,1798.0,137.0,190.0,9.6,18000.0,174.0,5.0,9.798182590890704,5.1647859739235145,-0.5276009694200805,-0.7657058656362913,-0.499032903615263,0.6138995166153508
Nissan,Hybrid,1198.0,109.0,170.0,11.5,16000.0,150.0,5.0,9.680406499268875,5.017279836814924,-0.8429658417925651,-0.8914830510740809,-0.8763160894899349,1.189171631157135
Nissan,Petrol,1598.0,118.0,180.0,11.0,15000.0,156.0,5.0,9.61587214452889,5.056245805348308,-0.632722593544242,-0.8510546700405056,-0.6876744965525989,1.0377842325935076
Nissan,Petrol,1798.0,122.0,175.0,10.6,14500.0,171.0,5.0,9.581972891547895,5.147494476813453,-0.5276009694200805,-0.83308650069225,-0.7819952930212669,0.9166743137426056
Nissan,Petrol,999.0,117.0,180.0,10.4,25000.0,180.0,5.0,10.12667110305036,5.198497031265826,-0.9475618577961058,-0.8555467123775695,-0.6876744965525989,0.8561193543171548
Nissan,Diesel,1461.0,110.0,168.0,13.5,15500.0,248.0,5.0,9.648659816955295,5.517452896464707,-0.7047309060692927,-0.886991008737017,-0.9140444080774021,1.7947212254116445
Nissan,Petrol,999.0,100.0,160.0,13.0,12000.0,160.0,5.0,9.392745258631441,5.081404364984463,-0.9475618577961058,-0.931911432107656,-1.0649576824272708,1.643333826848017
Nissan,Petrol,3954.0,261.0,200.0,7.8,35000.0,381.0,7.0,10.463131911491967,5.945420608606575,0.6056101386383811,-0.20869261584036627,-0.3103913106779271,0.06890488178629232
Nissan,Petrol,5552.0,400.0,210.0,7.3,77000.0,560.0,7.0,11.251573687764477,6.329720905522696,1.4455319153904318,0.41570126901151744,-0.12174971774059111,-0.08248251677733504
Nissan,Petrol,3799.0,600.0,330.0,2.9,220000.0,652.0,2.0,12.301387370778713,6.481577129276431,0.5241408799421559,1.3141097364242997,2.14194939750744,-1.4146916241372558
Nissan,Petrol,3696.0,332.0,250.0,5.5,41820.0,366.0,2.0,10.641153884700563,5.905361848054571,0.47000324351821265,0.11024239009117145,0.6328166540087526,-0.6274771516063935
Nissan,Electric,87.0,389.0,200.0,5.1,58950.0,600.0,5.0,10.984461869350051,6.398594934535208,-1.4269164638022824,0.3662888033038144,-0.3103913106779271,-0.7485870704572956
Nissan,Petrol,5552.0,400.0,210.0,6.6,85000.0,560.0,7.0,11.350418300109132,6.329720905522696,1.4455319153904318,0.41570126901151744,-0.12174971774059111,-0.29442487476641344
Nissan,Petrol,5552.0,400.0,210.0,6.5,70600.0,560.0,7.0,11.16479958768697,6.329720905522696,1.4455319153904318,0.41570126901151744,-0.12174971774059111,-0.32470235447913876
Nissan,Petrol,1598.0,126.0,190.0,10.1,14500.0,154.0,5.0,9.581972891547895,5.043425116919247,-0.632722593544242,-0.8151183313439944,-0.499032903615263,0.7652869151789782
Nissan,Petrol,1197.0,115.0,190.0,10.7,19000.0,190.0,5.0,9.852246888342531,5.25227342804663,-0.8434914499131859,-0.8645307970516973,-0.499032903615263,0.9469517934553309
Nissan,Petrol,1498.0,102.0,175.0,11.5,13000.0,139.0,5.0,9.472781556562168,4.941642422609304,-0.6852834056063227,-0.9229273474335282,-0.7819952930212669,1.189171631157135
Nissan,Petrol,1997.0,133.0,185.0,10.5,18500.0,191.0,5.0,9.825580063659602,5.2574953720277815,-0.4230049534165397,-0.7836740349845469,-0.593353700083931,0.8863968340298801
Nissan,Petrol,1198.0,79.0,170.0,13.7,12000.0,106.0,5.0,9.392745258631441,4.672828834461906,-0.8429658417925651,-1.0262443211859982,-0.8763160894899349,1.855276184837095
Nissan,Petrol,1997.0,141.0,190.0,9.8,24960.0,199.0,5.0,10.125069885783383,5.298317366548036,-0.4230049534165397,-0.7477376962880357,-0.499032903615263,0.6744544760408021
Nissan,Hybrid,1997.0,179.0,180.0,9.4,28500.0,207.0,5.0,10.25769445336048,5.337538079701318,-0.4230049534165397,-0.577040087479607,-0.6876744965525989,0.5533445571899
Nissan,Petrol,3498.0,284.0,190.0,7.4,42820.0,351.0,7.0,10.66478391544408,5.863631175598097,0.3659328356352927,-0.1053756420878963,-0.499032903615263,-0.052205037064609404
Nissan,Petrol,5552.0,400.0,210.0,6.5,65300.0,560.0,8.0,11.086762629082946,6.329720905522696,1.4455319153904318,0.41570126901151744,-0.12174971774059111,-0.32470235447913876
Nissan,Petrol,1598.0,104.0,165.0,12.5,14000.0,145.0,5.0,9.546884034617925,4.983606621708336,-0.632722593544242,-0.9139432627594004,-0.9706368859586029,1.4919464282843897
Nissan,Petrol,3799.0,720.0,315.0,2.5,1100000.0,780.0,2.0,13.910821646859095,6.660575149839686,0.5241408799421559,1.8531548168719691,1.8589870081014364,-1.5358015429881577
Nissan,Petrol,3696.0,350.0,250.0,5.2,45790.0,374.0,2.0,10.731842844242117,5.926926025970411,0.47000324351821265,0.19109915215832188,0.6328166540087526,-0.7183095907445699
Nissan,Electric,87.0,389.0,200.0,5.1,60000.0,600.0,5.0,11.002116507732017,6.398594934535208,-1.4269164638022824,0.3662888033038144,-0.3103913106779271,-0.7485870704572956
Nissan,Petrol,5552.0,428.0,210.0,6.5,105000.0,560.0,7.0,11.561725152903833,6.329720905522696,1.4455319153904318,0.541478454449307,-0.12174971774059111,-0.32470235447913876
Nissan,Petrol,2997.0,300.0,250.0,5.0,41750.0,400.0,4.0,10.639478682087963,5.993961427306569,0.10260316720426806,-0.03350296469487372,0.6328166540087526,-0.7788645501700209
Nissan,Petrol,1998.0,140.0,200.0,9.6,20000.0,190.0,5.0,9.90353755128617,5.25227342804663,-0.4224793452959189,-0.7522297386250996,-0.3103913106779271,0.6138995166153508
Nissan,Petrol,2997.0,400.0,250.0,5.0,50000.0,475.0,5.0,10.819798284210286,6.16541785423142,0.10260316720426806,0.41570126901151744,0.6328166540087526,-0.7788645501700209
Nissan,Petrol,1998.0,150.0,190.0,10.5,22000.0,190.0,5.0,9.99884318585288,5.25227342804663,-0.4224793452959189,-0.7073093152544605,-0.499032903615263,0.8863968340298801
Nissan,Petrol,2498.0,210.0,210.0,8.6,30000.0,250.0,5.0,10.308985993422082,5.5254529391317835,-0.159675284985515,-0.43778677503062574,-0.12174971774059111,0.31112471948809606
Nissan,Petrol,1796.0,120.0,175.0,11.0,18500.0,170.0,5.0,9.825580063659602,5.14166355650266,-0.5286521856613221,-0.8420705853663778,-0.7819952930212669,1.0377842325935076
Nissan,Petrol,4750.0,280.0,190.0,8.2,55000.0,451.0,7.0,10.915106645867503,6.113682179832232,1.0239942026525441,-0.12334381143615195,-0.499032903615263,0.19001480063719406
Nissan,Hybrid,2488.0,250.0,190.0,7.7,42500.0,329.0,7.0,10.657282884047461,5.799092654460526,-0.1649313661917231,-0.25810508154806927,-0.499032903615263,0.03862740207356696
Nissan,Petrol,2498.0,190.0,175.0,10.8,40000.0,240.0,7.0,10.596659732783579,5.484796933490655,-0.159675284985515,-0.527627621771904,-0.7819952930212669,0.9772292731680569
Nissan,Petrol,1497.0,201.0,180.0,8.2,38000.0,300.0,5.0,10.545367754151743,5.707110264748875,-0.6858090137269436,-0.47821515606420095,-0.6876744965525989,0.19001480063719406
Nissan,Hybrid,1332.0,158.0,190.0,9.2,36000.0,270.0,5.0,10.491301994830229,5.602118820879701,-0.7725343536293768,-0.6713729765579491,-0.499032903615263,0.4927895977644488
Nissan,Petrol,3799.0,600.0,330.0,2.8,175000.0,652.0,2.0,12.07254696717504,6.481577129276431,0.5241408799421559,1.3141097364242997,2.14194939750744,-1.4449691038499815
Nissan,Petrol,2997.0,420.0,270.0,4.7,55000.0,475.0,5.0,10.915106645867503,6.16541785423142,0.10260316720426806,0.5055421157527957,1.0100998398834244,-0.8696969893081973
Nissan,Electric,87.0,389.0,200.0,5.1,63000.0,600.0,5.0,11.050905878263567,6.398594934535208,-1.4269164638022824,0.3662888033038144,-0.3103913106779271,-0.7485870704572956
Nissan,Petrol,5552.0,428.0,210.0,6.5,98000.0,560.0,7.0,11.49273296168228,6.329720905522696,1.4455319153904318,0.541478454449307,-0.12174971774059111,-0.32470235447913876
Nissan,Petrol,5026.0,390.0,250.0,5.6,61750.0,500.0,5.0,11.030865448691081,6.2166061010848646,1.169062043943887,0.3707808456408783,0.6328166540087526,-0.5971996718936682
Nissan,Petrol,1998.0,140.0,180.0,9.8,20000.0,186.0,5.0,9.90353755128617,5.231108616854587,-0.4224793452959189,-0.7522297386250996,-0.6876744965525989,0.6744544760408021
Nissan,Petrol,1798.0,125.0,175.0,10.8,18000.0,168.0,5.0,9.798182590890704,5.1298987149230735,-0.5276009694200805,-0.8196103736810583,-0.7819952930212669,0.9772292731680569
Nissan,Petrol,1838.0,115.0,170.0,11.5,17500.0,161.0,5.0,9.770013301136158,5.087596335232384,-0.5065766445952481,-0.8645307970516973,-0.8763160894899349,1.189171631157135
Nissan,Petrol,2960.0,210.0,200.0,8.4,32000.0,265.0,5.0,10.373522431293592,5.583496308781699,0.08315566674129816,-0.43778677503062574,-0.3103913106779271,0.2505697600626453
Nissan,Petrol,1598.0,190.0,200.0,7.5,24000.0,240.0,5.0,10.085850775128717,5.484796933490655,-0.632722593544242,-0.527627621771904,-0.3103913106779271,-0.02192755735188404
Nissan,Petrol,2438.0,150.0,180.0,10.6,20000.0,217.0,5.0,9.90353755128617,5.384495062789089,-0.19121177222276348,-0.7073093152544605,-0.6876744965525989,0.9166743137426056
Nissan,Petrol,2498.0,158.0,175.0,11.0,18500.0,225.0,5.0,9.825580063659602,5.420534999272286,-0.159675284985515,-0.6713729765579491,-0.7819952930212669,1.0377842325935076
Nissan,Petrol,5552.0,428.0,210.0,6.5,95000.0,560.0,7.0,11.461642696843066,6.329720905522696,1.4455319153904318,0.541478454449307,-0.12174971774059111,-0.32470235447913876
Nissan,Petrol,5552.0,400.0,200.0,6.5,60000.0,560.0,7.0,11.002116507732017,6.329720905522696,1.4455319153904318,0.41570126901151744,-0.3103913106779271,-0.32470235447913876
Nissan,Petrol,1497.0,201.0,180.0,8.2,39000.0,300.0,5.0,10.571342565808699,5.707110264748875,-0.6858090137269436,-0.47821515606420095,-0.6876744965525989,0.19001480063719406
Nissan,Petrol,3799.0,600.0,330.0,2.8,185000.0,652.0,2.0,12.128116509451258,6.481577129276431,0.5241408799421559,1.3141097364242997,2.14194939750744,-1.4449691038499815
Nissan,Petrol,2997.0,400.0,250.0,4.2,48000.0,475.0,2.0,10.778977123006351,6.16541785423142,0.10260316720426806,0.41570126901151744,0.6328166540087526,-1.0210843878718245
Nissan,Petrol,2568.0,276.0,250.0,5.6,70000.0,392.0,4.0,11.156264806643742,5.973809611869261,-0.12288271654205847,-0.1413119807844076,0.6328166540087526,-0.5971996718936682
Nissan,Electric,87.0,389.0,200.0,5.1,67000.0,600.0,5.0,11.112462823634855,6.398594934535208,-1.4269164638022824,0.3662888033038144,-0.3103913106779271,-0.7485870704572956
Nissan,Petrol,1997.0,268.0,230.0,6.5,50000.0,380.0,5.0,10.819798284210286,5.942799375126701,-0.4230049534165397,-0.17724831948091888,0.2555334681340808,-0.32470235447913876
Nissan,Diesel,2488.0,129.0,155.0,12.5,28000.0,356.0,8.0,10.239995502805316,5.877735781779639,-0.1649313661917231,-0.8016422043328026,-1.1592784788959387,1.4919464282843897
Nissan,Diesel,2298.0,190.0,180.0,10.2,32000.0,450.0,5.0,10.373522431293592,6.111467339502679,-0.26479690910967657,-0.527627621771904,-0.6876744965525989,0.7955643948917035
