Company,Fuel_Type,CC,HP,Speed,Acceleration,Price,Torque,Seats,Price_Log,Torque_Log,CC_Scaled,HP_Scaled,Speed_Scaled,Acceleration_Scaled
Porsche,Electric,93.4,375.0,240.0,5.1,94800.0,500.0,4.0,11.459535236710686,6.2166061010848646,-1.4235525718303093,0.30340021058491967,0.4441750610714167,-0.7485870704572956
Porsche,Electric,93.4,590.0,250.0,3.8,139400.0,620.0,4.0,11.845109950883979,6.431331081933479,-1.4235525718303093,1.2691893130536607,0.6328166540087526,-1.1421943067227267
Porsche,Electric,79.2,375.0,230.0,5.4,90500.0,500.0,4.0,11.413116179350727,6.2166061010848646,-1.431016207143125,0.30340021058491967,0.2555334681340808,-0.6577546313191189
Porsche,Electric,93.4,590.0,250.0,3.7,136700.0,620.0,4.0,11.825551337974238,6.431331081933479,-1.4235525718303093,1.2691893130536607,0.6328166540087526,-1.172471786435452
Porsche,Electric,93.4,750.0,260.0,2.9,190000.0,1050.0,4.0,12.154784614286667,6.957497370876951,-1.4235525718303093,1.9879160869838866,0.8214582469460886,-1.4146916241372558
Porsche,Petrol,2981.0,379.0,293.0,4.2,106100.0,450.0,4.0,11.572146749628347,6.111467339502679,0.09419343727433513,0.3213683799331753,1.4439755036392972,-1.0210843878718245
Porsche,Petrol,2981.0,443.0,304.0,3.9,129900.0,530.0,4.0,11.774527900858468,6.274762021241939,0.09419343727433513,0.6088590895052657,1.6514812558703666,-1.111916827010001
Porsche,Petrol,2981.0,379.0,293.0,4.4,113300.0,450.0,4.0,11.63780327310248,6.111467339502679,0.09419343727433513,0.3213683799331753,1.4439755036392972,-0.9605294284463736
Porsche,Petrol,2981.0,473.0,311.0,3.3,137000.0,570.0,4.0,11.827743504053695,6.3473892096560105,0.09419343727433513,0.743620359617183,1.7835303709265018,-1.293581705286354
Porsche,Petrol,2981.0,473.0,307.0,3.5,157300.0,570.0,4.0,11.965916446305247,6.3473892096560105,0.09419343727433513,0.743620359617183,1.7080737337515675,-1.233026745860903
Porsche,Petrol,3745.0,572.0,320.0,2.9,184100.0,750.0,4.0,12.123239799036943,6.621405651764134,0.4957580414286323,1.1883325509865101,1.9533078045701042,-1.4146916241372558
Porsche,Petrol,3745.0,640.0,330.0,2.7,207000.0,800.0,4.0,12.240478903153711,6.68586094706836,0.4957580414286323,1.4937914299068562,2.14194939750744,-1.4752465835627067
Porsche,Petrol,3996.0,502.0,318.0,3.9,170000.0,470.0,2.0,12.04355959836804,6.154858094016418,0.627685679704455,0.8738895873920365,1.9155794859826372,-1.111916827010001
Porsche,Petrol,3996.0,525.0,296.0,3.2,223800.0,465.0,2.0,12.318512543125225,6.144185634125646,0.627685679704455,0.9772065611445064,1.500567981520498,-1.3238591849990793
Porsche,Petrol,2981.0,473.0,240.0,3.4,222000.0,570.0,4.0,12.310437165348775,6.3473892096560105,0.09419343727433513,0.743620359617183,0.4441750610714167,-1.2633042255736284
Porsche,Petrol,2981.0,473.0,311.0,3.2,145300.0,570.0,4.0,11.886562731847148,6.3473892096560105,0.09419343727433513,0.743620359617183,1.7835303709265018,-1.3238591849990793
Porsche,Petrol,2981.0,379.0,289.0,4.3,135500.0,450.0,4.0,11.816734299348461,6.111467339502679,0.09419343727433513,0.3213683799331753,1.3685188664643628,-0.9908069081590992
Porsche,Petrol,3745.0,607.0,330.0,2.9,258000.0,750.0,4.0,12.460718739865236,6.621405651764134,0.4957580414286323,1.3455540327837472,2.14194939750744,-1.4146916241372558
Porsche,Petrol,3745.0,700.0,340.0,2.8,293200.0,750.0,2.0,12.588613659630019,6.621405651764134,0.4957580414286323,1.763313970130691,2.330590990444776,-1.4449691038499815
Porsche,Petrol,3996.0,510.0,290.0,3.4,245000.0,470.0,1.0,12.409017571151187,6.154858094016418,0.627685679704455,0.9098259260885477,1.3873830257580964,-1.2633042255736284
Porsche,Petrol,3996.0,500.0,315.0,3.4,222000.0,450.0,2.0,12.310437165348775,6.111467339502679,0.627685679704455,0.8649055027179086,1.8589870081014364,-1.2633042255736284
Porsche,Petrol,4194.0,515.0,296.0,3.1,750000.0,480.0,1.0,13.527829818844937,6.175867270105761,0.731756087587375,0.9322861377738673,1.500567981520498,-1.354136664711805
Porsche,Petrol,2981.0,379.0,293.0,4.4,116000.0,450.0,4.0,11.661354090741,6.111467339502679,0.09419343727433513,0.3213683799331753,1.4439755036392972,-0.9605294284463736
Porsche,Petrol,3745.0,572.0,318.0,3.0,191300.0,750.0,4.0,12.161603382806213,6.621405651764134,0.4957580414286323,1.1883325509865101,1.9155794859826372,-1.3844141444245304
Porsche,Petrol,2981.0,473.0,240.0,3.5,233000.0,570.0,4.0,12.358798024384122,6.3473892096560105,0.09419343727433513,0.743620359617183,0.4441750610714167,-1.233026745860903
Tata Motors,Petrol,1199.0,86.0,170.0,13.0,8200.0,113.0,5.0,9.012011377036412,4.736198448394496,-0.8424402336719443,-0.9948000248265508,-0.8763160894899349,1.643333826848017
Tata Motors,Electric,24.0,74.0,120.0,5.7,11000.0,114.0,5.0,9.305741456739435,4.74493212836325,-1.4600297754013933,-1.0487045328713178,-1.8195240541766147,-0.5669221921809425
Tata Motors,Petrol/Diesel,1506.0,115.4,170.0,12.0,10400.0,156.5,5.0,9.249657234353133,5.059425458265688,-0.6810785406413563,-0.8627339801168717,-0.8763160894899349,1.3405590297207624
Tata Motors,Petrol,1199.0,86.0,170.0,12.5,11300.0,113.0,5.0,9.332646496360152,4.736198448394496,-0.8424402336719443,-0.9948000248265508,-0.8763160894899349,1.4919464282843897
Tata Motors,Petrol,1199.0,110.0,180.0,10.0,12000.0,140.0,5.0,9.392745258631441,4.948759890378168,-0.8424402336719443,-0.886991008737017,-0.6876744965525989,0.7350094354662527
Tata Motors,CNG/Petrol,1199.0,86.0,165.0,12.0,11800.0,113.0,5.0,9.375939552625749,4.736198448394496,-0.8424402336719443,-0.9948000248265508,-0.9706368859586029,1.3405590297207624
Tata Motors,Petrol,1199.0,86.0,170.0,13.5,9200.0,113.0,5.0,9.127067452782361,4.736198448394496,-0.8424402336719443,-0.9948000248265508,-0.8763160894899349,1.7947212254116445
Tata Motors,Petrol,624.0,37.0,105.0,29.0,4000.0,51.0,4.0,8.294299608857235,3.9512437185814275,-1.1446649030289087,-1.2149100993426825,-2.1024864435826185,6.487730580884093
Tata Motors,Diesel,1396.0,70.0,155.0,16.0,6200.0,140.0,5.0,8.732465848349879,4.948759890378168,-0.7388954339096452,-1.0666727022195734,-1.1592784788959387,2.551658218229781
Tata Motors,Petrol,1193.0,65.0,140.0,16.0,5000.0,100.0,5.0,8.517393171418904,4.61512051684126,-0.8455938823956691,-1.0891329139048929,-1.4422408683019428,2.551658218229781
Tata Motors,Petrol,1199.0,86.0,170.0,13.0,9400.0,113.0,5.0,9.148571345578551,4.736198448394496,-0.8424402336719443,-0.9948000248265508,-0.8763160894899349,1.643333826848017
Tata Motors,Electric,26.0,74.0,120.0,5.7,14500.0,114.0,5.0,9.581972891547895,4.74493212836325,-1.4589785591601518,-1.0487045328713178,-1.8195240541766147,-0.5669221921809425
Tata Motors,Diesel/Petrol,1378.0,98.4,165.0,15.0,8700.0,118.0,5.0,9.071193240566025,4.77912349311153,-0.7483563800808197,-0.9390986998469583,-0.9706368859586029,2.2488834211025264
Tata Motors,Diesel,1396.0,70.0,155.0,16.5,6500.0,140.0,5.0,8.77971129020447,4.948759890378168,-0.7388954339096452,-1.0666727022195734,-1.1592784788959387,2.7030456167934087
Cadillac,Petrol,6200.0,420.0,210.0,6.8,79295.0,624.0,7.0,11.280942964988814,6.437751649736401,1.7861259775527154,0.5055421157527957,-0.12174971774059111,-0.2338699153409624
Tata Motors,Diesel/Petrol,1396.0,79.4,150.0,17.0,8300.0,106.8,5.0,9.024131268455035,4.680277658474897,-0.7388954339096452,-1.0244475042511727,-1.2535992753646068,2.854433015357036
Tata Motors,Diesel/Petrol,1338.6,98.4,160.0,14.0,9000.0,118.0,5.0,9.105090961257085,4.77912349311153,-0.7690653400332795,-0.9390986998469583,-1.0649576824272708,1.9461086239752718
Tata Motors,Diesel,1396.0,70.0,150.0,17.0,7000.0,140.0,5.0,8.853808274977197,4.948759890378168,-0.7388954339096452,-1.0666727022195734,-1.2535992753646068,2.854433015357036
Tata Motors,Petrol,1396.0,85.0,160.0,15.0,7200.0,115.0,5.0,8.881975184248867,4.7535901911063645,-0.7388954339096452,-0.9992920671636147,-1.0649576824272708,2.2488834211025264
Cadillac,Petrol,6200.0,420.0,205.0,6.9,82295.0,624.0,7.0,11.318077782810866,6.437751649736401,1.7861259775527154,0.5055421157527957,-0.21607051420925907,-0.20359243562823678
Tata Motors,Petrol/Diesel,1793.8,121.2,180.0,10.0,14000.0,215.0,5.0,9.546884034617925,5.375278407684165,-0.5298085235266878,-0.8366801345619012,-0.6876744965525989,0.7350094354662527
Tata Motors,Electric,40.5,143.0,140.0,9.0,25000.0,250.0,5.0,10.12667110305036,5.5254529391317835,-1.4513572414111502,-0.7387536116139078,-1.4422408683019428,0.43223463833899806
Tata Motors,Diesel,1956.0,168.0,180.0,11.0,23000.0,350.0,5.0,10.043292972227004,5.860786223465865,-0.4445548863619928,-0.6264525531873101,-0.6876744965525989,1.0377842325935076
Tata Motors,Diesel,1956.0,168.0,180.0,11.0,25500.0,350.0,7.0,10.146472946063877,5.860786223465865,-0.4445548863619928,-0.6264525531873101,-0.6876744965525989,1.0377842325935076
Tata Motors,Petrol,1199.0,86.0,160.0,16.0,10500.0,113.0,5.0,9.259225769705994,4.736198448394496,-0.8424402336719443,-0.9948000248265508,-1.0649576824272708,2.551658218229781
Tata Motors,Diesel,2179.0,154.0,180.0,12.0,20000.0,400.0,7.0,9.90353755128617,5.993961427306569,-0.3273442754635527,-0.6893411459062048,-0.6876744965525989,1.3405590297207624
Tata Motors,Diesel,2179.0,138.0,162.0,13.0,19000.0,320.0,7.0,9.852246888342531,5.771441123130016,-0.3273442754635527,-0.7612138232992274,-1.0272293638398036,1.643333826848017
Tata Motors,Diesel,2956.0,85.0,125.0,17.6,15000.0,250.0,7.0,9.61587214452889,5.5254529391317835,0.08105323425881493,-0.9992920671636147,-1.7252032577079466,3.0360978936333893
Tata Motors,Diesel,2179.0,118.0,140.0,15.0,16500.0,250.0,7.0,9.711176264112805,5.5254529391317835,-0.3273442754635527,-0.8510546700405056,-1.4422408683019428,2.2488834211025264
Tata Motors,Electric,30.2,129.0,120.0,9.4,22000.0,245.0,5.0,9.99884318585288,5.5053315359323625,-1.4567710050535445,-0.8016422043328026,-1.8195240541766147,0.5533445571899
Tata Motors,Electric,24.0,74.0,120.0,5.7,11000.0,114.0,5.0,9.305741456739435,4.74493212836325,-1.4600297754013933,-1.0487045328713178,-1.8195240541766147,-0.5669221921809425
Tesla,Electric,100.0,670.0,250.0,3.1,88490.0,967.0,5.0,11.390656130909488,6.875232087276577,-1.420083558234212,1.6285527000187736,0.6328166540087526,-1.354136664711805
Tesla,Electric,100.0,1020.0,322.0,2.1,108490.0,1400.0,5.0,11.594422499213412,7.244941546337007,-1.420083558234212,3.200767517991143,1.9910361231575715,-1.6569114618390597
Tesla,Electric,60.0,283.0,225.0,5.8,40240.0,420.0,5.0,10.602641655359475,6.042632833682381,-1.4411078830590442,-0.10986768442496021,0.1612126716654128,-0.5366447124682171
Tesla,Electric,82.0,450.0,261.0,3.1,53240.0,660.0,5.0,10.882584055202674,6.493753839851686,-1.4295445044053865,0.640303385864713,0.8403224062398222,-1.354136664711805
Tesla,Electric,100.0,670.0,250.0,3.8,98490.0,967.0,7.0,11.497720452427261,6.875232087276577,-1.420083558234212,1.6285527000187736,0.6328166540087526,-1.1421943067227267
Tesla,Electric,100.0,1020.0,262.0,2.6,113490.0,1400.0,6.0,11.639478817605383,7.244941546337007,-1.420083558234212,3.200767517991143,0.8591865655335558,-1.5055240632754323
Tesla,Electric,75.0,346.0,217.0,5.0,47490.0,498.0,5.0,10.768295498386117,6.212606095751519,-1.4332237612497323,0.17313098281006623,0.010299397315544044,-0.7788645501700209
Tesla,Electric,82.0,384.0,217.0,4.8,50490.0,559.0,5.0,10.829550381558986,6.327936783729195,-1.4295445044053865,0.3438285916184949,0.010299397315544044,-0.8394195095954718
Tesla,Electric,200.0,800.0,209.0,2.9,69900.0,1355.0,6.0,11.154835234271214,7.212294468500341,-1.3675227461721313,2.212518203837082,-0.1406138770343247,-1.4146916241372558
Tesla,Electric,200.0,1288.0,402.0,1.9,200000.0,10000.0,4.0,12.206077645517674,9.210440366976517,-1.3675227461721313,4.404634864324271,3.500168866656259,-1.7174664212645105
Jeep,Petrol,3600.0,285.0,180.0,6.8,35195.0,353.0,4.0,10.468687718765452,5.869296913133774,0.4195448639386151,-0.10088359975083239,-0.6876744965525989,-0.2338699153409624
Jeep,Petrol,2000.0,270.0,180.0,7.1,42100.0,400.0,4.0,10.647826772357497,5.993961427306569,-0.4214281290546773,-0.16826423480679106,-0.6876744965525989,-0.14303747620278603
Jeep,Petrol,3600.0,293.0,209.0,7.0,41530.0,352.0,5.0,10.634195415313956,5.8664680569332965,0.4195448639386151,-0.0649472610543211,-0.1406138770343247,-0.1733149559155114
Jeep,Petrol,3600.0,293.0,209.0,7.2,43530.0,352.0,7.0,10.681228606945007,5.8664680569332965,0.4195448639386151,-0.0649472610543211,-0.1406138770343247,-0.11275999649006041
Jeep,Petrol,2400.0,180.0,195.0,8.5,37695.0,230.0,5.0,10.537309267011258,5.442417710521793,-0.21118488080635417,-0.5725480451425431,-0.404712107146595,0.2808472397753707
Jeep,Petrol,2000.0,200.0,200.0,7.8,31590.0,320.0,5.0,10.360627548882315,5.771441123130016,-0.4214281290546773,-0.48270719840126486,-0.3103913106779271,0.06890488178629232
Jeep,Petrol,1300.0,177.0,200.0,8.7,28345.0,285.0,5.0,10.25224120572685,5.655991810819852,-0.7893538134892427,-0.5860241721537348,-0.3103913106779271,0.34140219920082143
Jeep,Petrol,3600.0,285.0,177.0,8.1,38775.0,353.0,5.0,10.565556777525211,5.869296913133774,0.4195448639386151,-0.10088359975083239,-0.7442669744337997,0.15973732092446868
Jeep,Petrol,5700.0,392.0,190.0,7.4,63595.0,548.0,8.0,11.0603058542686,6.3080984415095305,1.5233219172423114,0.37976493031500613,-0.499032903615263,-0.052205037064609404
Jeep,Petrol,6400.0,471.0,190.0,6.0,91495.0,617.0,8.0,11.424050534461053,6.42648845745769,1.8912476016768769,0.7346362749430552,-0.499032903615263,-0.47608975304276613
Jeep,Hybrid,17.3,375.0,210.0,6.0,59865.0,637.0,5.0,10.99986401026266,6.45833828334479,-1.4635513498095527,0.30340021058491967,-0.12174971774059111,-0.47608975304276613
Jeep,Hybrid,17.3,375.0,180.0,6.4,50695.0,637.0,5.0,10.833602291003352,6.45833828334479,-1.4635513498095527,0.30340021058491967,-0.6876744965525989,-0.35497983419186413
Jeep,Hybrid,11.4,240.0,200.0,7.3,46500.0,270.0,5.0,10.747229096720554,5.602118820879701,-1.4666524377212156,-0.3030255049187084,-0.3103913106779271,-0.08248251677733504
Jeep,Hybrid,11.4,240.0,200.0,7.5,44500.0,270.0,5.0,10.703266939811954,5.602118820879701,-1.4666524377212156,-0.3030255049187084,-0.3103913106779271,-0.02192755735188404
Mazda,Petrol,1500.0,108.0,180.0,10.2,18500.0,142.0,5.0,9.825580063659602,4.962844630259907,-0.6842321893650811,-0.8959750934111448,-0.6876744965525989,0.7955643948917035
Jeep,Electric,100.0,600.0,177.0,4.5,80000.0,850.0,5.0,11.289794413577894,6.7464121285733745,-1.420083558234212,1.3141097364242997,-0.7442669744337997,-0.9302519487336482
Jeep,Petrol,3600.0,285.0,177.0,8.6,51570.0,353.0,5.0,10.850714777975867,5.869296913133774,0.4195448639386151,-0.10088359975083239,-0.7442669744337997,0.31112471948809606
Jeep,Petrol,5700.0,357.0,190.0,7.3,66575.0,529.0,5.0,11.106099431222722,6.272877006546167,1.5233219172423114,0.22254344851776925,-0.499032903615263,-0.08248251677733504
Jeep,Petrol,3200.0,271.0,195.0,7.6,41295.0,324.0,5.0,10.628520921958396,5.783825182329737,0.20930161569029204,-0.16377219246972716,-0.404712107146595,0.008349922360841325
Jeep,Petrol,6400.0,470.0,160.0,4.5,82495.0,637.0,4.0,11.320505086298859,6.45833828334479,1.8912476016768769,0.7301442326059913,-1.0649576824272708,-0.9302519487336482
Cadillac,Petrol,2000.0,235.0,220.0,7.6,37490.0,350.0,5.0,10.531856183153893,5.860786223465865,-0.4214281290546773,-0.325485716604028,0.06689187519674483,0.008349922360841325
Cadillac,Petrol,3600.0,310.0,210.0,6.5,44195.0,366.0,5.0,10.696389566233066,5.905361848054571,0.4195448639386151,0.0114174586757654,-0.12174971774059111,-0.32470235447913876
Cadillac,Petrol,3600.0,310.0,210.0,6.9,48595.0,366.0,7.0,10.791296501974633,5.905361848054571,0.4195448639386151,0.0114174586757654,-0.12174971774059111,-0.20359243562823678
Cadillac,Electric,100.0,340.0,190.0,5.7,58590.0,440.0,5.0,10.978336380152186,6.089044875446846,-1.420083558234212,0.14617872878768276,-0.499032903615263,-0.5669221921809425
Cadillac,Petrol,6200.0,682.0,200.0,4.4,149990.0,885.0,7.0,11.918330571278322,6.786716950605081,1.7861259775527154,1.6824572080635405,-0.3103913106779271,-0.9605294284463736
Cadillac,Petrol,6200.0,420.0,210.0,6.8,104595.0,624.0,7.0,11.557860588963974,6.437751649736401,1.7861259775527154,0.5055421157527957,-0.12174971774059111,-0.2338699153409624
Cadillac,Petrol,6200.0,668.0,320.0,3.4,92000.0,893.0,5.0,11.429554725537322,6.795705775173514,1.7861259775527154,1.6195686153446458,1.9533078045701042,-1.2633042255736284
Cadillac,Petrol,3600.0,472.0,290.0,3.9,60495.0,603.0,5.0,11.010332526130714,6.403574197934815,0.4195448639386151,0.7391283172801191,1.3873830257580964,-1.111916827010001
Cadillac,Petrol,2000.0,235.0,220.0,7.4,41390.0,350.0,5.0,10.630818744876143,5.860786223465865,-0.4214281290546773,-0.325485716604028,0.06689187519674483,-0.052205037064609404
Cadillac,Petrol,3600.0,310.0,210.0,6.5,51095.0,366.0,5.0,10.841461495241425,5.905361848054571,0.4195448639386151,0.0114174586757654,-0.12174971774059111,-0.32470235447913876
Cadillac,Petrol,3600.0,310.0,210.0,6.9,57095.0,366.0,7.0,10.952489340650903,5.905361848054571,0.4195448639386151,0.0114174586757654,-0.12174971774059111,-0.20359243562823678
Cadillac,Electric,100.0,340.0,190.0,5.7,59990.0,440.0,5.0,11.001949829953112,6.089044875446846,-1.420083558234212,0.14617872878768276,-0.499032903615263,-0.5669221921809425
Cadillac,Electric,100.0,500.0,210.0,4.5,64990.0,620.0,5.0,11.082004077752629,6.431331081933479,-1.420083558234212,0.8649055027179086,-0.12174971774059111,-0.9302519487336482
Cadillac,Petrol,2000.0,237.0,240.0,6.8,41290.0,350.0,5.0,10.628399837526073,5.860786223465865,-0.4214281290546773,-0.31650163192990016,0.4441750610714167,-0.2338699153409624
Chevrolet,Petrol,1400.0,98.0,180.0,10.7,14595.0,127.0,5.0,9.588502797556337,4.852030263919617,-0.736793001427162,-0.9408955167817838,-0.6876744965525989,0.9469517934553309
Chevrolet,Petrol,1400.0,138.0,190.0,8.5,16720.0,200.0,5.0,9.724420693462669,5.303304908059076,-0.736793001427162,-0.7612138232992274,-0.499032903615263,0.2808472397753707
Chevrolet,Petrol,1500.0,160.0,210.0,8.0,25000.0,250.0,5.0,10.12667110305036,5.5254529391317835,-0.6842321893650811,-0.6623888918838213,-0.12174971774059111,0.12945984121174334
Chevrolet,Petrol,2000.0,275.0,240.0,5.4,26400.0,400.0,4.0,10.181157167204903,5.993961427306569,-0.4214281290546773,-0.1458040231214715,0.4441750610714167,-0.6577546313191189
Chevrolet,Petrol,6200.0,495.0,312.0,3.0,65895.0,637.0,2.0,11.095833020621084,6.45833828334479,1.7861259775527154,0.842445291032589,1.8023945302202355,-1.3844141444245304
Chevrolet,Petrol,3600.0,310.0,210.0,7.0,35915.0,360.0,7.0,10.4889381576407,5.8888779583328805,0.4195448639386151,0.0114174586757654,-0.12174971774059111,-0.1733149559155114
Chevrolet,Petrol,1500.0,170.0,200.0,8.9,26600.0,275.0,5.0,10.188704088048116,5.62040086571715,-0.6842321893650811,-0.6174684685131823,-0.3103913106779271,0.4019571586262727
Chevrolet,Petrol,3600.0,308.0,220.0,6.6,44000.0,366.0,5.0,10.691967639914864,5.905361848054571,0.4195448639386151,0.002433374001637577,0.06689187519674483,-0.29442487476641344
Chevrolet,Petrol,5300.0,355.0,200.0,7.5,56995.0,519.0,7.0,10.95073636891568,6.253828811575473,1.3130786689939884,0.21355936384364144,-0.3103913106779271,-0.02192755735188404
Chevrolet,Petrol,5300.0,355.0,190.0,7.6,59900.0,519.0,8.0,11.000448478455008,6.253828811575473,1.3130786689939884,0.21355936384364144,-0.499032903615263,0.008349922360841325
Chevrolet,Petrol,2700.0,310.0,190.0,6.8,30695.0,583.0,5.0,10.331887631926788,6.369900982828227,-0.05350244462011185,0.0114174586757654,-0.499032903615263,-0.2338699153409624
Chevrolet,Petrol,5300.0,355.0,180.0,7.0,42795.0,519.0,6.0,10.664199919258497,6.253828811575473,1.3130786689939884,0.21355936384364144,-0.6876744965525989,-0.1733149559155114
Chevrolet,Petrol,6600.0,401.0,170.0,8.0,41500.0,629.0,6.0,10.633472802314019,6.4457198193855785,1.9963692258010384,0.42019331134858134,-0.8763160894899349,0.12945984121174334
Chevrolet,Diesel,6600.0,445.0,160.0,8.5,45500.0,1234.0,6.0,10.725489582719506,7.118826249062078,1.9963692258010384,0.6178431741793935,-1.0649576824272708,0.2808472397753707
Chevrolet,Electric,66.0,200.0,150.0,6.5,27495.0,360.0,5.0,10.22179581852967,5.8888779583328805,-1.4379542343353195,-0.48270719840126486,-1.2535992753646068,-0.32470235447913876
Chevrolet,Electric,66.0,200.0,150.0,7.0,28795.0,360.0,5.0,10.267991767589194,5.8888779583328805,-1.4379542343353195,-0.48270719840126486,-1.2535992753646068,-0.1733149559155114
Chevrolet,Petrol,1300.0,155.0,200.0,9.4,23100.0,236.0,5.0,10.047631185616188,5.4680601411351315,-0.7893538134892427,-0.6848491035691409,-0.3103913106779271,0.5533445571899
Chevrolet,Petrol,2000.0,250.0,240.0,5.8,33500.0,353.0,5.0,10.419330568113901,5.869296913133774,-0.4214281290546773,-0.25810508154806927,0.4441750610714167,-0.5366447124682171
Chevrolet,Petrol,6200.0,650.0,318.0,3.5,67300.0,881.0,4.0,11.116930374363438,6.782192056006791,1.7861259775527154,1.5387118532774953,1.9155794859826372,-1.233026745860903
Chevrolet,Petrol,6200.0,495.0,312.0,3.0,65895.0,637.0,2.0,11.095833020621084,6.45833828334479,1.7861259775527154,0.842445291032589,1.8023945302202355,-1.3844141444245304
Chevrolet,Petrol,5300.0,355.0,180.0,7.0,61595.0,519.0,6.0,11.028352212348304,6.253828811575473,1.3130786689939884,0.21355936384364144,-0.6876744965525989,-0.1733149559155114
Chevrolet,Petrol,5300.0,355.0,180.0,7.0,55895.0,519.0,6.0,10.931248100232287,6.253828811575473,1.3130786689939884,0.21355936384364144,-0.6876744965525989,-0.1733149559155114
Chevrolet,Petrol,5300.0,355.0,180.0,7.1,50895.0,519.0,6.0,10.837539613988925,6.253828811575473,1.3130786689939884,0.21355936384364144,-0.6876744965525989,-0.14303747620278603
Chevrolet,Diesel,2800.0,181.0,160.0,9.1,48295.0,500.0,5.0,10.785104020476263,6.2166061010848646,-0.0009416325580310743,-0.5680560028054792,-1.0649576824272708,0.46251211805172343
Chevrolet,Petrol,3600.0,310.0,210.0,7.0,46600.0,360.0,7.0,10.74937727911096,5.8888779583328805,0.4195448639386151,0.0114174586757654,-0.12174971774059111,-0.1733149559155114
Chevrolet,Petrol,1500.0,170.0,200.0,8.8,33400.0,275.0,5.0,10.416341118636355,5.62040086571715,-0.6842321893650811,-0.6174684685131823,-0.3103913106779271,0.3716796789135473
Chevrolet,Petrol,3600.0,308.0,220.0,6.6,48900.0,366.0,5.0,10.797553125151618,5.905361848054571,0.4195448639386151,0.002433374001637577,0.06689187519674483,-0.29442487476641344
Chevrolet,Electric,66.0,200.0,150.0,6.7,28795.0,360.0,5.0,10.267991767589194,5.8888779583328805,-1.4379542343353195,-0.48270719840126486,-1.2535992753646068,-0.2641473950536878
Chevrolet,Petrol,6200.0,455.0,290.0,4.3,43500.0,617.0,4.0,10.680539205318292,6.42648845745769,1.7861259775527154,0.6627635975500326,1.3873830257580964,-0.9908069081590992
Chevrolet,Petrol,6200.0,460.0,290.0,3.9,65900.0,630.0,2.0,11.095908894882296,6.447305862541213,1.7861259775527154,0.6852238092353521,1.3873830257580964,-1.111916827010001
Chevrolet,Petrol,3600.0,310.0,210.0,7.0,43700.0,360.0,7.0,10.685126264117057,5.8888779583328805,0.4195448639386151,0.0114174586757654,-0.12174971774059111,-0.1733149559155114
Chevrolet,Petrol,3600.0,308.0,220.0,6.6,45000.0,366.0,5.0,10.714439990727769,5.905361848054571,0.4195448639386151,0.002433374001637577,0.06689187519674483,-0.29442487476641344
Chevrolet,Petrol,1500.0,160.0,210.0,8.5,25800.0,250.0,5.0,10.158168529848494,5.5254529391317835,-0.6842321893650811,-0.6623888918838213,-0.12174971774059111,0.2808472397753707
Chevrolet,Petrol,1400.0,98.0,180.0,11.0,17595.0,127.0,5.0,9.77542688246861,4.852030263919617,-0.736793001427162,-0.9408955167817838,-0.6876744965525989,1.0377842325935076
Chevrolet,Petrol,1200.0,137.0,200.0,9.2,24100.0,220.0,5.0,10.090008612393838,5.3981627015177525,-0.8419146255513235,-0.7657058656362913,-0.3103913106779271,0.4927895977644488
Chevrolet,Petrol,1500.0,170.0,200.0,8.9,28400.0,275.0,5.0,10.254179634797001,5.62040086571715,-0.6842321893650811,-0.6174684685131823,-0.3103913106779271,0.4019571586262727
Chevrolet,Diesel,6600.0,445.0,160.0,8.5,75700.0,1234.0,6.0,11.234546649377918,7.118826249062078,1.9963692258010384,0.6178431741793935,-1.0649576824272708,0.2808472397753707
Chevrolet,Petrol,2700.0,310.0,190.0,6.9,29200.0,583.0,5.0,10.281958234245314,6.369900982828227,-0.05350244462011185,0.0114174586757654,-0.499032903615263,-0.20359243562823678
Chevrolet,Petrol,6200.0,420.0,200.0,7.0,82400.0,624.0,8.0,11.319352851746254,6.437751649736401,1.7861259775527154,0.5055421157527957,-0.3103913106779271,-0.1733149559155114
Chevrolet,Petrol,4300.0,285.0,180.0,8.5,33900.0,413.0,6.0,10.431199791458543,6.025865973825314,0.7874705483731805,-0.10088359975083239,-0.6876744965525989,0.2808472397753707
Chevrolet,Petrol,1400.0,98.0,180.0,10.9,14395.0,127.0,5.0,9.574705669198922,4.852030263919617,-0.736793001427162,-0.9408955167817838,-0.6876744965525989,1.0075067528807822
Chevrolet,Petrol,3600.0,310.0,210.0,7.1,37200.0,360.0,7.0,10.524090921620362,5.8888779583328805,0.4195448639386151,0.0114174586757654,-0.12174971774059111,-0.14303747620278603
Chevrolet,Petrol,2500.0,193.0,200.0,9.0,36100.0,255.0,5.0,10.494075844768336,5.545177444479562,-0.1586240687442734,-0.5141514947607123,-0.3103913106779271,0.43223463833899806
Chevrolet,Petrol,2000.0,250.0,240.0,5.8,34500.0,353.0,5.0,10.448743588106625,5.869296913133774,-0.4214281290546773,-0.25810508154806927,0.4441750610714167,-0.5366447124682171
Chevrolet,Petrol,1500.0,170.0,200.0,8.8,31900.0,275.0,5.0,10.370392636243981,5.62040086571715,-0.6842321893650811,-0.6174684685131823,-0.3103913106779271,0.3716796789135473
Chevrolet,Petrol,4300.0,285.0,180.0,8.6,34900.0,413.0,6.0,10.460270761075149,6.025865973825314,0.7874705483731805,-0.10088359975083239,-0.6876744965525989,0.31112471948809606
